date,open,high,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,close
2019-08-08,9.18,9.28,9.09,232177.38,-0.06,-0.65,9.198,9.233,9.079,282882.32,288538.83,246484.39,9.15
2019-08-07,9.14,9.33,9.14,246040.36,0.07,0.77,9.248,9.226,9.062,277745.71,282027.52,245800.12,9.21
2019-08-06,8.95,9.28,8.86,324812.75,-0.01,-0.11,9.298,9.21,9.056,316758.45,280915.07,242620.75,9.14
2019-08-05,9.29,9.42,9.14,337330.53,-0.19,-2.03,9.334,9.201,9.055,321350.66,263359.19,235626.14,9.15
2019-08-02,9.26,9.43,9.12,274050.59,-0.06,-0.64,9.328,9.19,9.055,291623.49,264545.16,229978.58,9.34
2019-08-01,9.45,9.48,9.37,206494.34,-0.06,-0.63,9.268,9.141,9.052,294195.34,255995.81,222884.54,9.4
2019-07-31,9.28,9.56,9.27,441104.06,0.14,1.5,9.204,9.086,9.045,286309.32,262236.2,220683.33,9.46
2019-07-30,9.12,9.39,9.09,347773.78,0.2,2.19,9.122,9.035,9.037,245071.68,243703.09,211389.98,9.32
2019-07-29,9.07,9.12,9.02,188694.7,0.08,0.89,9.068,8.979,9.049,205367.72,220575.58,219147.73,9.12
2019-07-26,9.06,9.07,8.97,286909.81,-0.04,-0.44,9.052,8.95,9.061,237466.82,219087.16,226222.84,9.04
2019-07-25,9.05,9.08,9.03,167064.25,0.03,0.33,9.014,8.925,9.071,217796.28,204429.95,220727.86,9.08
2019-07-24,9.06,9.14,9.01,234915.84,0.0,0.0,8.968,8.897,9.08,238163.08,209572.73,228169.6,9.05
2019-07-23,9.07,9.09,8.99,149253.98,0.01,0.11,8.948,8.901,9.091,242334.5,204326.43,238335.76,9.05
2019-07-22,8.88,9.18,8.77,349190.22,0.19,2.15,8.89,8.909,9.097,235783.45,207893.09,250619.92,9.04
2019-07-19,8.83,8.93,8.82,188557.12,0.0,0.0,8.848,8.919,9.102,200707.49,195412.0,255177.33,8.85
2019-07-18,8.97,9.04,8.79,268898.25,-0.1,-1.12,8.836,8.962,9.11,191063.61,189773.27,262388.24,8.85
2019-07-17,8.75,9.02,8.73,255772.91,0.19,2.17,8.826,9.003,9.118,180982.38,179130.45,268865.55,8.95
2019-07-16,8.81,8.83,8.7,116498.74,-0.07,-0.79,8.854,9.038,9.112,166318.36,179076.88,271757.48,8.76
2019-07-15,8.8,8.85,8.7,173810.44,0.04,0.46,8.928,9.118,9.109,180002.72,217719.87,273940.04,8.83
2019-07-12,8.83,8.87,8.75,140337.7,-0.01,-0.11,8.99,9.172,9.099,190116.5,233358.52,272253.9,8.79
2019-07-11,8.88,8.9,8.77,218492.12,0.03,0.34,9.088,9.217,9.091,188482.94,237025.77,276923.92,8.8
2019-07-10,9.15,9.19,9.06,182452.81,-0.04,-0.44,9.18,9.262,9.09,177278.52,246766.46,273849.5,9.09
2019-07-09,9.18,9.23,9.11,184920.55,-0.01,-0.11,9.222,9.28,9.078,191835.39,272345.08,278599.04,9.13
2019-07-08,9.22,9.26,9.08,224379.34,-0.14,-1.51,9.308,9.285,9.064,255437.02,293346.75,285712.99,9.14
2019-07-05,9.32,9.36,9.26,132169.86,0.02,0.22,9.354,9.284,9.042,276600.54,314942.66,284588.78,9.28
2019-07-04,9.34,9.43,9.23,162470.05,-0.04,-0.43,9.346,9.257,9.007,285568.59,335003.21,286431.09,9.26
2019-07-03,9.53,9.54,9.29,255237.17,-0.26,-2.72,9.344,9.232,8.978,316254.4,358600.65,288691.42,9.3
2019-07-02,9.38,9.6,9.33,502928.69,0.19,2.03,9.338,9.186,8.946,352854.77,364438.08,285920.78,9.56
2019-07-01,9.32,9.39,9.28,330196.94,0.13,1.41,9.262,9.099,8.9,331256.47,330160.21,279252.12,9.37
2019-06-28,9.27,9.37,9.19,177010.12,-0.01,-0.11,9.214,9.026,8.868,353284.79,311149.28,276670.17,9.24
2019-06-27,9.31,9.46,9.23,315899.06,-0.02,-0.22,9.168,8.964,8.849,384437.82,316822.08,281490.48,9.25
2019-06-26,9.22,9.39,9.16,438239.03,0.09,0.98,9.12,8.918,8.829,400946.91,300932.54,287582.09,9.27
2019-06-25,9.13,9.27,9.09,394937.19,0.05,0.55,9.034,8.875,8.818,376021.38,284852.99,298897.01,9.18
2019-06-24,9.01,9.22,8.98,440338.53,0.12,1.33,8.936,8.842,8.813,329063.96,278079.24,299049.54,9.13
2019-06-21,9.07,9.07,8.97,332775.31,0.0,0.0,8.838,8.799,8.811,269013.78,254234.9,296450.11,9.01
2019-06-20,8.84,9.06,8.81,398444.5,0.17,1.92,8.76,8.757,8.816,249206.33,237858.98,303521.4,9.01
2019-06-19,8.82,8.89,8.78,313611.38,0.15,1.73,8.716,8.724,8.823,200918.17,218782.19,298612.27,8.84
2019-06-18,8.62,8.71,8.6,160150.06,0.05,0.58,8.716,8.705,8.835,193684.61,207403.49,304259.43,8.69
2019-06-17,8.6,8.67,8.58,140087.66,0.02,0.23,8.748,8.7,8.841,227094.53,228344.03,318475.38,8.64
2019-06-14,8.82,8.83,8.61,233738.06,-0.17,-1.93,8.76,8.709,8.855,239456.02,242191.05,327396.89,8.62
2019-06-13,8.84,8.84,8.73,157003.69,-0.05,-0.57,8.754,8.734,8.879,226511.63,246158.88,335001.29,8.79
2019-06-12,8.82,8.95,8.78,277443.56,-0.01,-0.11,8.732,8.739,8.888,236646.21,274231.63,341762.45,8.84
2019-06-11,8.71,8.92,8.68,327199.66,0.15,1.72,8.694,8.76,8.887,221122.37,312941.03,344274.89,8.85
2019-06-10,8.62,8.73,8.57,201895.12,0.11,1.28,8.652,8.783,8.887,229593.53,320019.84,351431.19,8.7
2019-06-06,8.66,8.69,8.59,169016.11,-0.09,-1.04,8.658,8.822,8.887,244926.08,338665.31,356359.81,8.59
2019-06-05,8.69,8.77,8.65,207676.62,0.03,0.35,8.714,8.875,8.883,265806.13,369183.83,371202.33,8.68
2019-06-04,8.66,8.68,8.58,199824.34,0.01,0.12,8.746,8.921,8.88,311817.05,378442.34,375104.48,8.65
2019-06-03,8.72,8.73,8.56,369555.47,-0.09,-1.03,8.826,8.964,8.882,404759.68,401115.37,380323.83,8.64
2019-05-31,8.88,8.88,8.68,278557.88,-0.14,-1.58,8.914,8.981,8.881,410446.14,408606.73,402263.33,8.73
2019-05-30,8.8,8.92,8.73,273416.34,0.03,0.34,8.986,9.001,8.896,432404.54,412602.74,405179.8,8.87
2019-05-29,8.93,8.96,8.83,437731.22,-0.21,-2.32,9.036,9.024,8.895,472561.53,423843.7,407488.32,8.84
