date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-07-16,27.8,29.36,28.78,27.72,938709.19,1.25,4.54,27.86,31.446,35.777,950412.8,779650.61,436942.16
2019-07-15,27.3,27.96,27.53,27.11,601530.88,-0.31,-1.11,27.774,32.681,36.324,1328091.01,696801.83,393206.5
2019-07-12,26.75,28.18,27.84,26.1,1114842.5,0.75,2.77,28.492,34.038,36.938,1210920.64,648292.98,365916.3
2019-07-11,27.8,28.25,27.09,27.01,970038.31,-0.97,-3.46,29.84,35.235,37.546,988931.14,544911.45,315073.97
2019-07-10,27.59,28.14,28.06,27.33,1126943.12,-0.29,-1.02,32.106,36.556,38.159,796148.07,454670.31,269802.29
2019-07-09,28.11,29.75,28.35,28.01,2827100.25,-2.77,-8.9,35.032,37.736,38.71,608888.42,347100.34,216931.22
2019-07-08,31.12,31.12,31.12,31.12,15679.0,-3.46,-10.01,37.588,38.92,39.268,65512.65,75423.37,81578.69
2019-07-05,34.58,34.58,34.58,34.58,4895.0,-3.84,-9.99,39.584,39.875,39.664,85665.33,83575.62,85996.55
2019-07-04,38.42,38.42,38.42,38.42,6123.0,-4.27,-10.0,40.63,40.355,39.827,100891.77,91932.75,89480.85
2019-07-03,41.2,43.65,42.69,40.81,190644.86,1.56,3.79,41.006,40.493,39.783,113192.55,101700.41,95403.55
2019-07-02,40.98,41.53,41.13,40.5,110221.4,0.03,0.07,40.44,40.108,39.483,85312.26,94233.7,89316.79
2019-07-01,40.31,41.26,41.1,40.17,116442.37,1.29,3.24,40.252,39.967,39.282,85334.08,89611.18,88607.04
2019-06-28,40.38,40.44,39.81,39.8,81027.21,-0.49,-1.22,40.166,39.837,39.077,81485.92,83539.61,88239.42
2019-06-27,40.12,40.65,40.3,39.81,67626.9,0.44,1.1,40.08,39.856,38.876,82973.73,85236.5,86991.85
2019-06-26,39.93,40.29,39.86,39.61,51243.42,-0.33,-0.82,39.98,39.762,38.664,90208.28,84934.28,87861.48
2019-06-25,41.0,41.07,40.19,39.42,110330.51,-0.48,-1.18,39.776,39.684,38.519,103155.14,86762.09,91642.78
2019-06-24,39.45,40.85,40.67,39.2,97201.56,1.29,3.28,39.682,39.615,38.283,93888.27,87734.01,90184.26
2019-06-21,39.8,40.44,39.38,39.36,88466.26,-0.42,-1.05,39.508,39.453,38.056,85593.3,88417.47,88953.05
2019-06-20,38.71,40.28,39.8,38.6,103799.65,0.96,2.47,39.632,39.299,37.907,87499.26,87028.94,87618.6
2019-06-19,40.65,40.87,38.84,38.8,115977.74,-0.88,-2.22,39.544,39.072,37.776,79660.27,89106.68,86048.11
2019-06-18,39.8,40.1,39.72,39.01,63996.15,-0.08,-0.2,39.592,38.858,37.689,70369.04,84399.88,84938.92
2019-06-17,39.78,40.74,39.8,39.65,55726.71,-0.2,-0.5,39.548,38.596,37.517,81579.74,87602.89,86909.13
2019-06-14,39.98,40.87,40.0,39.95,97996.06,0.64,1.63,39.398,38.316,37.378,91241.64,92939.24,90852.83
2019-06-13,39.0,39.59,39.36,38.84,64604.69,0.28,0.72,38.966,37.896,37.318,86558.62,88747.21,90878.42
2019-06-12,39.52,39.53,39.08,38.84,69521.57,-0.42,-1.06,38.6,37.566,37.245,98553.09,90788.68,92477.34
2019-06-11,39.16,39.68,39.5,39.06,120049.68,0.45,1.15,38.124,37.354,37.151,98430.73,96523.48,94207.04
2019-06-10,37.92,39.09,39.05,37.82,104036.18,1.21,3.2,37.644,36.95,37.098,93626.05,92634.5,92468.17
2019-06-06,37.9,38.38,37.84,37.53,74580.99,0.31,0.83,37.234,36.658,37.061,94636.84,89488.63,94639.01
2019-06-05,37.21,38.35,37.53,37.05,124577.02,0.83,2.26,36.826,36.514,36.993,90935.79,88208.26,100031.09
2019-06-04,37.39,37.39,36.7,36.3,68909.76,-0.4,-1.08,36.532,36.48,36.96,83024.26,82989.54,99736.56
2019-06-03,36.98,37.98,37.1,36.96,96026.28,0.1,0.27,36.584,36.52,37.038,94616.22,85477.95,102326.94
2019-05-31,36.12,37.2,37.0,35.92,109090.15,1.2,3.35,36.256,36.438,37.058,91642.96,86215.36,106695.6
2019-05-30,36.06,36.4,35.8,35.55,56075.76,-0.26,-0.72,36.082,36.439,37.189,84340.41,88766.42,106032.91
2019-05-29,36.44,36.65,36.06,35.83,85019.36,-0.9,-2.44,36.202,36.739,37.349,85480.72,93009.63,112982.52
2019-05-28,35.48,37.13,36.96,35.23,126869.57,1.5,4.23,36.428,36.924,37.545,82954.83,94166.01,114428.18
2019-05-27,34.98,35.58,35.46,34.56,81159.96,0.82,2.37,36.456,36.948,37.686,76339.67,91890.61,114428.95
2019-05-24,36.4,37.1,36.13,35.82,72577.42,-0.27,-0.74,36.62,37.246,37.918,80787.77,92301.84,115851.83
2019-05-23,37.07,37.35,36.4,36.2,61777.27,-0.79,-2.12,36.796,37.463,38.101,93192.43,99789.39,120207.17
2019-05-22,37.1,37.71,37.19,36.75,72389.91,0.09,0.24,37.276,37.471,38.235,100538.55,111853.93,128214.3
2019-05-21,36.46,37.66,37.1,36.2,93793.81,0.82,2.26,37.42,37.439,38.454,105377.2,116483.58,129783.39
2019-05-20,37.01,37.34,36.28,35.94,103400.43,-0.73,-1.97,37.44,37.555,38.661,107441.55,119175.93,130142.75
2019-05-17,39.0,39.2,37.01,36.71,134600.75,-1.79,-4.61,37.872,37.677,38.897,103815.92,127175.84,136056.76
2019-05-16,37.79,38.87,38.8,37.65,98507.86,0.89,2.35,38.13,37.938,39.171,106386.34,123299.4,140183.43
2019-05-15,37.68,38.27,37.91,37.29,96583.16,0.71,1.91,37.666,37.958,39.315,123169.31,132955.41,146275.05
2019-05-14,37.85,38.5,37.2,37.16,104115.54,-1.24,-3.23,37.458,38.166,39.567,127589.95,134690.34,148687.36
2019-05-13,37.55,38.95,38.44,37.54,85272.27,0.14,0.37,37.67,38.423,39.922,130910.32,136967.28,150433.53
2019-05-10,36.9,38.58,38.3,36.52,147452.88,1.82,4.99,37.482,38.589,40.29,150535.76,139401.81,154323.9
2019-05-09,36.6,37.1,36.48,35.04,182422.69,-0.39,-1.06,37.746,38.739,40.708,140212.45,140624.95,158181.4
2019-05-08,37.8,38.0,36.87,36.69,118686.37,-1.39,-3.63,38.25,38.998,41.05,142741.51,144574.68,157898.76
2019-05-07,38.06,38.88,38.26,37.38,120717.39,0.76,2.03,38.874,39.468,41.363,141790.74,143083.21,160970.65
2019-05-06,38.54,39.2,37.5,36.7,183399.47,-2.12,-5.35,39.176,39.767,41.594,143024.24,141109.56,176051.59
2019-04-30,39.26,39.97,39.62,38.85,95836.33,0.62,1.59,39.696,40.116,41.993,128267.87,144937.68,173512.77
2019-04-29,38.5,39.97,39.0,38.5,195067.98,-0.99,-2.48,39.732,40.404,42.27,141037.46,157067.47,183309.43
2019-04-26,39.71,40.45,39.99,39.3,113932.52,0.22,0.55,39.746,40.671,42.578,146407.85,159594.69,185532.49
2019-04-25,40.21,40.99,39.77,39.72,126884.89,-0.33,-0.82,40.062,40.968,42.674,144375.67,162684.38,184432.08
2019-04-24,40.4,40.63,40.1,39.25,109617.62,0.3,0.75,40.358,41.42,42.81,139194.88,163899.79,185309.65
2019-04-23,39.13,40.35,39.8,39.13,159684.28,0.73,1.87,40.536,41.99,42.873,161607.5,169245.99,186770.02
2019-04-22,40.8,40.8,39.07,38.91,221919.94,-2.5,-6.01,41.076,42.677,42.942,173097.49,175737.85,185212.76
