date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-07-16,4.67,4.7,4.68,4.66,77412.88,0.02,0.43,4.702,4.744,4.797,74151.26,77996.14,88681.49
2019-07-15,4.69,4.75,4.74,4.67,99970.3,0.03,0.64,4.71,4.762,4.804,72290.01,77882.58,89213.39
2019-07-12,4.72,4.73,4.71,4.68,62873.55,0.02,0.43,4.708,4.776,4.806,73138.82,78236.09,89336.46
2019-07-11,4.7,4.76,4.69,4.68,68300.16,0.0,0.0,4.728,4.785,4.807,70760.43,78012.76,90073.28
2019-07-10,4.72,4.73,4.69,4.68,62199.4,-0.03,-0.64,4.756,4.801,4.811,79638.44,79498.71,91775.03
2019-07-09,4.71,4.76,4.72,4.71,68106.65,-0.01,-0.21,4.786,4.817,4.815,81841.02,80347.15,95609.22
2019-07-08,4.82,4.82,4.73,4.7,104214.34,-0.08,-1.66,4.814,4.829,4.817,83475.15,83584.92,99546.66
2019-07-05,4.83,4.84,4.81,4.79,50981.62,-0.02,-0.41,4.844,4.846,4.814,83333.36,83751.09,99967.38
2019-07-04,4.84,4.86,4.83,4.8,112690.18,-0.01,-0.21,4.842,4.852,4.804,85265.08,90537.32,103284.71
2019-07-03,4.87,4.87,4.84,4.83,73212.31,-0.02,-0.41,4.846,4.855,4.796,79358.99,92824.55,102274.99
2019-07-02,4.88,4.88,4.86,4.85,76277.31,-0.02,-0.41,4.848,4.85,4.787,78853.27,99366.85,103252.84
2019-07-01,4.85,4.89,4.88,4.84,103505.4,0.08,1.67,4.844,4.846,4.78,83694.69,100544.2,107277.23
2019-06-28,4.85,4.85,4.8,4.79,60640.19,-0.05,-1.03,4.848,4.836,4.774,84168.82,100436.82,105982.07
2019-06-27,4.85,4.89,4.85,4.82,83159.74,0.0,0.0,4.862,4.829,4.774,95809.56,102133.8,107864.59
2019-06-26,4.84,4.87,4.85,4.83,70683.72,0.01,0.21,4.864,4.821,4.771,106290.11,104051.35,107683.57
2019-06-25,4.9,4.9,4.84,4.8,100484.39,-0.06,-1.22,4.852,4.813,4.767,119880.42,110871.29,109388.03
2019-06-24,4.88,4.92,4.9,4.85,105876.07,0.03,0.62,4.848,4.805,4.766,117393.7,115508.4,109156.08
2019-06-21,4.86,4.9,4.87,4.85,118843.86,0.01,0.21,4.824,4.782,4.76,116704.82,116183.67,107776.49
2019-06-20,4.8,4.87,4.86,4.78,135562.5,0.07,1.46,4.796,4.755,4.755,108458.04,116032.1,108511.97
2019-06-19,4.86,4.89,4.79,4.78,138635.27,-0.03,-0.62,4.778,4.736,4.752,101812.58,111725.42,105847.3
2019-06-18,4.77,4.82,4.82,4.76,88050.82,0.04,0.84,4.774,4.724,4.754,101862.17,107138.84,104583.3
2019-06-17,4.74,4.8,4.78,4.72,102431.63,0.05,1.06,4.762,4.713,4.751,113623.1,114010.27,105571.28
2019-06-14,4.78,4.79,4.73,4.71,77609.98,-0.04,-0.84,4.74,4.712,4.751,115662.53,111527.32,109183.99
2019-06-13,4.77,4.79,4.77,4.73,102335.21,0.0,0.0,4.714,4.719,4.759,123606.15,113595.38,113811.94
2019-06-12,4.75,4.8,4.77,4.73,138883.2,0.01,0.21,4.694,4.72,4.764,121638.26,111315.79,115672.36
2019-06-11,4.66,4.76,4.76,4.65,146855.5,0.09,1.93,4.674,4.721,4.767,112415.51,107904.77,115379.98
2019-06-10,4.6,4.68,4.67,4.6,112628.74,0.07,1.52,4.664,4.727,4.772,114397.44,102803.76,114848.6
2019-06-06,4.66,4.67,4.6,4.6,117328.1,-0.07,-1.5,4.684,4.737,4.782,107392.11,99369.31,117314.14
2019-06-05,4.69,4.71,4.67,4.66,92495.77,0.0,0.0,4.724,4.754,4.792,103584.61,100991.84,116733.6
2019-06-04,4.69,4.71,4.67,4.65,92769.44,-0.04,-0.85,4.746,4.767,4.799,100993.32,99969.18,118227.44
2019-06-03,4.78,4.79,4.71,4.69,156765.16,-0.06,-1.26,4.768,4.783,4.809,103394.03,102027.77,121495.79
2019-05-31,4.8,4.81,4.77,4.75,77602.06,-0.03,-0.62,4.79,4.788,4.815,91210.09,97132.28,130329.98
2019-05-30,4.78,4.81,4.8,4.74,98290.63,0.02,0.42,4.79,4.79,4.832,91346.52,106840.66,134031.81
2019-05-29,4.77,4.81,4.78,4.76,79539.31,0.0,0.0,4.784,4.799,4.845,98399.06,114028.51,138440.24
2019-05-28,4.8,4.83,4.78,4.76,104772.98,-0.04,-0.83,4.788,4.807,4.86,98945.04,120028.93,146847.23
2019-05-27,4.77,4.83,4.82,4.74,95845.45,0.05,1.05,4.798,4.812,4.881,100661.51,122855.19,157168.2
2019-05-24,4.74,4.79,4.77,4.74,78284.22,0.0,0.0,4.786,4.816,4.907,103054.47,126893.43,166604.83
2019-05-23,4.77,4.85,4.77,4.73,133553.34,-0.03,-0.62,4.79,4.827,4.933,122334.8,135258.98,177029.85
2019-05-22,4.84,4.84,4.8,4.77,82269.2,-0.03,-0.62,4.814,4.829,4.96,129657.95,132475.37,192441.05
2019-05-21,4.76,4.84,4.83,4.75,113355.34,0.07,1.47,4.826,4.831,4.995,141112.82,136485.69,216970.46
2019-05-20,4.76,4.8,4.76,4.71,107810.27,-0.03,-0.63,4.826,4.835,5.021,145048.88,140963.81,226589.02
2019-05-17,4.87,4.94,4.79,4.76,174685.84,-0.1,-2.04,4.846,4.842,5.05,150732.39,163527.68,242093.54
2019-05-16,4.85,4.91,4.89,4.83,170169.12,0.03,0.62,4.864,4.873,5.075,148183.16,161222.97,249223.61
2019-05-15,4.83,4.88,4.86,4.83,139543.52,0.03,0.62,4.844,4.89,5.089,135292.78,162851.96,253221.73
2019-05-14,4.82,4.87,4.83,4.76,133035.64,-0.03,-0.62,4.836,4.913,5.106,131858.57,173665.53,255801.4
2019-05-13,4.84,4.92,4.86,4.84,136227.84,-0.02,-0.41,4.844,4.95,5.124,136878.74,191481.2,260996.71
2019-05-10,4.82,4.89,4.88,4.78,161939.66,0.09,1.88,4.838,4.997,5.142,176322.96,206316.22,266788.59
2019-05-09,4.79,4.83,4.79,4.76,105717.24,-0.03,-0.62,4.882,5.039,5.161,174262.78,218800.73,274860.46
2019-05-08,4.78,4.88,4.82,4.74,122372.47,-0.05,-1.03,4.936,5.091,5.188,190411.15,252406.73,292785.4
2019-05-07,4.83,4.89,4.87,4.81,158136.5,0.04,0.83,4.99,5.159,5.212,215472.48,297455.22,311512.69
