date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-07-16,28.05,28.2,27.4,27.33,60777.19,-0.43,-1.54,27.818,28.281,29.355,91792.87,95998.15,86092.72
2019-07-15,27.22,28.2,27.83,26.7,134789.06,0.73,2.69,28.098,28.521,29.518,92183.29,101561.27,85935.07
2019-07-12,28.21,28.21,27.1,26.31,179367.3,-1.04,-3.7,28.194,28.794,29.644,81888.47,97869.09,81978.56
2019-07-11,28.55,28.78,28.14,27.81,49512.81,-0.48,-1.68,28.538,29.174,29.815,70076.07,83871.99,75347.06
2019-07-10,28.92,29.24,28.62,28.38,34517.99,-0.18,-0.62,28.498,29.456,29.946,92922.91,86517.17,74757.18
2019-07-09,28.28,29.05,28.8,27.81,62729.3,0.49,1.73,28.744,29.655,30.055,100203.43,87290.34,75789.16
2019-07-08,29.18,29.46,28.31,28.04,83314.97,-0.51,-1.77,28.944,29.845,30.203,110939.25,87295.69,75957.05
2019-07-05,28.0,29.2,28.82,28.0,120305.26,0.88,3.15,29.394,30.061,30.302,113849.71,86684.2,73535.41
2019-07-04,30.05,30.05,27.94,27.8,163747.05,-1.91,-6.4,29.81,30.162,30.356,97667.92,82547.7,69724.6
2019-07-03,29.8,30.3,29.85,29.69,70920.58,0.05,0.17,30.414,30.381,30.469,80111.43,75671.23,63979.83
2019-07-02,30.59,30.66,29.8,29.66,116408.39,-0.76,-2.49,30.566,30.428,30.516,74377.25,76187.28,63649.88
2019-07-01,30.91,31.46,30.56,30.5,97867.26,-0.34,-1.1,30.746,30.515,30.55,63652.13,70308.88,63026.47
2019-06-28,30.89,31.28,30.9,30.6,39396.3,-0.06,-0.19,30.728,30.494,30.623,59518.7,66088.02,64349.28
2019-06-27,30.54,31.0,30.96,30.07,75964.64,0.65,2.15,30.514,30.456,30.653,67427.48,66822.14,64252.61
2019-06-26,30.65,30.78,30.61,30.1,42249.67,-0.09,-0.29,30.348,30.435,30.655,71231.02,62997.19,61958.25
2019-06-25,30.47,30.91,30.7,30.31,62782.8,0.23,0.76,30.29,30.455,30.699,77997.32,64287.98,62640.11
2019-06-24,29.8,30.58,30.47,29.31,77200.08,0.64,2.15,30.284,30.56,30.701,76965.62,64618.41,61607.39
2019-06-21,30.07,30.32,29.83,29.51,78940.2,-0.3,-1.0,30.26,30.543,30.697,72657.34,60386.62,59945.48
2019-06-20,30.33,30.4,30.13,29.85,94982.36,-0.19,-0.63,30.398,30.55,30.76,66216.79,56901.51,58410.15
2019-06-19,31.02,31.68,30.32,30.02,76081.14,-0.35,-1.14,30.522,30.557,30.823,54763.36,52288.43,56483.43
2019-06-18,30.29,30.82,30.67,29.95,57624.33,0.32,1.05,30.62,30.604,30.883,50578.65,51112.48,56465.15
