date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-07-16,68.8,69.77,68.33,68.0,124245.06,-0.59,-0.86,66.458,64.093,62.05,133969.03,153655.81,146368.18
2019-07-15,65.4,69.88,68.92,64.8,176960.84,3.69,5.66,65.752,63.599,61.756,154418.86,157553.71,148267.24
2019-07-12,65.36,65.88,65.23,63.85,106999.86,0.07,0.11,64.554,62.838,61.329,161917.21,153988.3,146736.91
2019-07-11,64.98,65.95,65.16,63.82,115980.8,0.51,0.79,63.718,62.194,61.156,168606.07,148809.91,147294.62
2019-07-10,64.69,66.74,64.65,63.8,145658.59,-0.15,-0.23,62.48,61.528,60.998,172115.42,146147.62,147328.39
2019-07-09,62.03,65.5,64.8,61.3,226494.19,1.87,2.97,61.728,60.863,60.819,173342.59,139592.24,145431.16
2019-07-08,62.0,63.62,62.93,61.27,214452.59,1.88,3.08,61.446,60.207,60.658,160688.56,126934.13,142254.25
2019-07-05,59.48,61.61,61.05,59.03,140444.2,2.08,3.53,61.122,59.893,60.412,146059.39,120110.51,138026.62
2019-07-04,61.38,61.4,58.97,58.64,133527.55,-1.87,-3.07,60.67,59.663,60.26,129013.75,130133.01,145059.11
2019-07-03,63.0,63.74,60.89,60.55,151794.44,-2.5,-3.94,60.576,59.901,60.411,120179.82,134411.16,146304.54
2019-07-02,61.38,63.8,63.39,61.0,163224.0,2.08,3.39,59.998,60.007,60.585,105841.88,139080.56,148532.54
2019-07-01,59.2,61.77,61.31,57.97,141306.75,2.52,4.29,58.968,59.912,60.672,93179.7,138980.77,153952.01
2019-06-28,58.53,58.92,58.79,58.24,55216.01,0.29,0.5,58.664,59.819,60.774,94161.63,139485.52,160330.32
2019-06-27,57.95,58.85,58.5,57.6,89357.89,0.5,0.86,58.656,60.117,60.872,131252.27,145779.32,168254.59
2019-06-26,57.51,58.66,58.0,57.05,80104.76,-0.24,-0.41,59.226,60.467,60.908,148642.51,148509.15,176562.16
2019-06-25,58.96,59.6,58.24,57.51,99913.09,-1.55,-2.59,60.016,60.775,61.079,172319.23,151270.09,185838.52
2019-06-24,58.0,60.43,59.79,57.07,146216.41,1.04,1.77,60.856,61.109,61.107,184781.85,157574.38,192475.44
2019-06-21,60.75,61.16,58.75,57.99,240669.2,-2.6,-4.24,60.974,60.93,60.823,184809.4,155942.73,195173.74
2019-06-20,61.91,61.99,61.35,59.95,176309.08,-0.6,-0.97,61.578,60.856,60.671,160306.37,159985.2,189815.5
2019-06-19,65.5,65.6,61.95,61.6,198488.36,-0.49,-0.79,61.708,60.921,60.514,148375.79,158197.91,186742.6
2019-06-18,61.02,62.7,62.44,59.6,162226.19,2.06,3.41,61.534,61.162,60.347,130220.95,157984.52,183225.46
2019-06-17,62.12,64.36,60.38,59.7,146354.16,-1.39,-2.25,61.362,61.432,60.008,130366.91,168923.24,183966.36
2019-06-14,61.21,62.7,61.77,61.01,118154.05,-0.23,-0.37,60.886,61.729,59.984,127076.07,181175.13,183497.15
2019-06-13,62.0,62.78,62.0,60.36,116656.19,0.92,1.51,60.134,61.627,59.976,159664.04,190729.86,185440.21
2019-06-12,60.5,62.23,61.08,60.31,107714.14,-0.5,-0.81,60.134,61.348,59.908,168020.02,204615.17,185803.38
2019-06-11,58.31,61.58,61.58,57.82,162956.02,3.58,6.17,60.79,61.383,59.838,185748.08,220406.95,187850.34
2019-06-10,58.15,58.5,58.0,55.68,129899.94,-0.01,-0.02,61.502,61.105,59.756,207479.57,227376.51,184641.42
2019-06-06,60.03,60.28,58.01,57.2,281093.91,-3.99,-6.43,62.572,60.716,59.933,235274.19,234404.74,186480.31
2019-06-05,63.2,64.3,62.0,61.69,158436.11,-2.36,-3.67,63.12,60.485,60.003,221795.68,219645.8,179484.19
2019-06-04,64.2,66.5,64.36,62.22,196354.44,-0.78,-1.2,62.562,60.107,59.801,241210.31,215287.3,182390.67
2019-06-03,65.0,68.29,65.14,63.04,271613.47,1.79,2.83,61.976,59.531,59.633,255065.81,208466.4,181674.18
2019-05-31,60.88,63.65,63.35,58.8,268873.0,2.6,4.28,60.708,58.583,59.38,247273.44,199009.47,176263.89
2019-05-30,60.02,61.94,60.75,58.28,213701.36,1.54,2.6,58.86,58.238,59.417,233535.3,185819.17,171966.1
2019-05-29,60.21,61.15,59.21,58.79,255509.28,-2.22,-3.61,57.85,58.324,59.46,217495.92,180150.56,169153.74
2019-05-28,59.98,61.97,61.43,59.03,265631.94,2.63,4.47,57.652,58.468,59.79,189364.29,166991.58,169934.65
2019-05-27,55.0,59.38,58.8,54.55,232651.62,4.69,8.67,57.086,58.293,60.286,161867.0,155293.73,174242.97
2019-05-24,55.7,57.0,54.11,52.7,200182.31,-1.59,-2.85,56.458,58.406,60.771,150745.5,141906.33,172151.59
2019-05-23,58.3,59.3,55.7,55.48,133504.47,-2.52,-4.33,57.616,59.15,61.41,138103.03,138555.89,171380.93
2019-05-22,58.2,60.35,58.22,57.63,114851.11,-0.38,-0.65,58.798,59.521,62.01,142805.2,139322.58,175478.94
2019-05-21,56.41,58.9,58.6,56.18,128145.47,2.94,5.28,59.284,59.494,62.414,144618.88,149494.04,174696.46
