date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-07-16,9.77,9.85,9.82,9.77,225492.09,0.03,0.31,9.708,9.824,9.907,275360.55,408888.65,457575.64
2019-07-15,9.66,9.84,9.79,9.54,367963.12,0.1,1.03,9.682,9.848,9.911,280936.32,428395.78,459434.01
2019-07-12,9.62,9.74,9.69,9.6,276197.53,0.08,0.83,9.674,9.883,9.917,322118.42,473653.38,464670.17
2019-07-11,9.69,9.75,9.61,9.57,262655.22,-0.02,-0.21,9.75,9.909,9.921,375558.98,475445.22,480676.5
2019-07-10,9.73,9.73,9.63,9.6,244494.78,-0.06,-0.62,9.858,9.941,9.939,496780.2,485536.05,508407.5
2019-07-09,9.75,9.76,9.69,9.66,253370.97,-0.06,-0.61,9.94,9.97,9.963,542416.74,485521.45,535665.42
2019-07-08,10.0,10.02,9.75,9.71,573873.62,-0.32,-3.18,10.014,9.99,9.986,575855.23,505344.52,601908.56
2019-07-05,10.15,10.18,10.07,9.99,543400.31,-0.08,-0.79,10.092,10.014,9.975,625188.33,493159.76,595064.41
2019-07-04,10.05,10.28,10.15,10.03,868761.31,0.11,1.1,10.068,10.013,9.94,575331.46,499852.64,584016.44
2019-07-03,10.07,10.09,10.04,9.97,472677.5,-0.02,-0.2,10.024,10.005,9.905,474291.91,489954.43,564452.59
2019-07-02,10.12,10.12,10.06,10.03,420563.41,-0.08,-0.79,10.0,9.99,9.87,428626.15,506262.64,557347.12
2019-07-01,10.06,10.15,10.14,9.98,820539.12,0.19,1.91,9.966,9.973,9.84,434833.82,490472.24,555383.93
2019-06-28,9.93,9.97,9.95,9.83,294115.94,0.02,0.2,9.936,9.95,9.803,361131.19,455686.96,530873.41
2019-06-27,9.91,10.0,9.93,9.89,363563.56,0.01,0.1,9.958,9.932,9.776,424373.83,485907.78,533125.6
2019-06-26,9.91,9.94,9.92,9.87,244348.72,0.03,0.3,9.986,9.936,9.753,505616.96,531278.95,531981.58
2019-06-25,9.97,10.0,9.89,9.82,451601.75,-0.1,-1.0,9.98,9.955,9.736,583899.14,585809.39,554781.96
2019-06-24,10.02,10.08,9.99,9.91,452026.0,-0.07,-0.7,9.98,9.982,9.715,546110.66,698472.59,560586.69
2019-06-21,10.03,10.1,10.06,10.01,610329.12,-0.01,-0.1,9.964,9.935,9.685,550242.72,696969.05,553416.62
