,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,-0.14753902622451798,28.944467311845294,0.46684624696524607,33.055532688154685,0.5331537530347528,0.3478630572903424,0.24763573290882884,0.1788254979669616,0.12842795529167805,1.117263562384472,1.0117804605465988,0.23212781711586983,0.07524283130969422,-0.5663337274378787,-0.56667609827262,0.12332123505885643,6.9508774982531625,-0.1169839611581328,-0.4237739665679774,-424.9215958293512,0.5532058340856062,2.7460674828354574,0.22332716596436492
