,0
0,0.9058217096400265
1,-0.03703992367384726
2,0.5966625852916667
3,0.41106258208804103
4,0.7100699205084415
5,1.1816293563858085
6,1.3112904885938386
7,-0.3004000966566629
8,0.4976229493108258
9,0.5979500979725619
10,0.24095512918991835
11,0.541890068450428
12,0.6050809156286073
13,0.1025073242545101
14,0.6149038667623835
15,0.10321993285088031
16,-0.18895952742348116
17,0.02634466074575102
18,0.2606954249312383
19,-0.4482543629208538
20,-0.13493814978899382
21,0.7254569076965013
22,1.0319816115069786
23,0.7173535081754326
24,2.0729235433801034
25,0.09789651915308421
26,-0.049181974804408786
27,-0.19574885717893595
28,0.7551630346475356
29,0.9275389955789792
30,-0.20105467706525168
31,-0.36513003265991417
32,0.16099691286932505
33,0.5916051213842309
34,-0.14641033336670825
35,0.7708942746854741
36,0.35780508114200876
37,0.050515991090756864
38,-0.10276006811208571
39,0.32525905343223876
40,0.313850112169738
41,0.6258617377068755
42,0.5175684161820522
43,-0.1479331626721794
44,0.052304895154437286
45,1.0316423482974773
46,1.2496438514912747
47,0.5792031276665166
48,0.08941906047229643
49,0.5332965948327919
50,-0.26197109294496
51,0.6261807391867024
52,0.40332915955300264
53,0.3275767528542608
54,0.6505787053437787
55,0.3188395096514546
56,0.7961816997285803
57,0.24438064838527626
58,0.2728114666356099
59,-0.46508960082471523
60,-0.20434707275590433
61,0.4489723578901484
62,0.6511741084448668
63,0.2149750729632008
64,0.21927576603852375
65,1.0544341296097897
66,-0.1391029195538589
67,0.2440572111506965
68,-0.13191422847587206
69,0.7833617498817231
70,1.3028769501103568
71,0.8117339583280865
72,0.015735956243141908
73,0.04117608297322013
74,0.6590370433133967
75,0.38354354755051473
76,0.07828587562999528
77,0.6139073536897126
78,0.128742316732439
79,-0.4422145468626679
80,2.000931893799806
81,0.24408190839858712
82,0.2660644918993114
83,0.859420545131041
84,0.372127113067482
85,0.9998543424283458
86,0.7388157146337327
87,0.3307060316424595
88,0.05407980568881226
89,0.33936957222763287
90,0.5441318222643269
91,0.6287582204739401
92,0.22826585553033096
93,0.25821274490774926
94,-0.2560275518444173
95,0.4409608976844182
96,-0.11994381695200605
97,0.6673295125222436
98,0.8336968193503277
99,1.3059029921506655
100,0.8049764860889401
101,0.6233980159691734
102,0.5422599772596506
103,0.08557998411652552
104,0.1113313034200555
105,0.060390396229837176
106,-0.14242121252030013
107,-0.03381983697241948
108,1.1278037996747254
109,-0.24153074968658025
110,21.910747305584636
111,0.2299056989889373
112,0.1459840794989002
113,0.3655175989333159
114,-0.20452115561710432
115,1.2836589027804417
116,0.2887086390590993
117,0.434401368307212
118,0.8359625234050608
119,-0.36832126364457607
120,0.560080316000036
121,1.1387751319895176
122,-0.04524754893488717
123,0.7724845390939588
124,-0.23067867683983054
125,-0.20912261241279095
126,-0.20814413550863262
127,1.1228141071518225
128,0.5460848880944682
129,-0.1968834037547687
130,1.0359123262558245
131,1.008931044766087
132,0.5450263468105135
133,0.24695801125279862
134,-0.7255867155574108
135,0.9350033441249637
136,0.0606934577564939
137,0.04261294958111018
138,-0.8155121120669743
139,0.05137853869284494
140,1.5680246273691911
141,2.267191491171635
142,-0.41226408649322743
143,-0.0903919854971263
144,1.6578191289275506
145,2.2131489348570588
146,-0.24646750055231126
147,0.18590186582466176
148,-0.3371186165822824
149,0.07615580481882159
150,0.6873833957902278
151,-0.19762934801968413
152,0.2925117495354903
153,1.4508726136665993
154,2.214298128043269
155,0.24375386970559262
156,0.7697779636559596
157,-0.07366338978582973
158,0.3989354769176091
159,1.235744389437951
160,0.19312642054729776
161,0.23631138474674396
162,-0.05793099341247491
