,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.10809657120313333,298.1118617778384,0.48473473459811023,316.88813822216156,0.5152652654018883,0.41559354569654766,0.300389400145758,0.7289545175160453,0.4615897939569249,0.8916507366801878,0.009621445332495026,0.2235496989608371,0.22326550656022554,0.04489346792626121,22.32756318706056,-0.027684830449978565,0.13777937951840846,167.08689649722461,0.3208425157073293,2.962537069136623,0.37052127049104655
