,0
0,-605.0383008831349
1,-702.2680495079901
2,-189.48946943978143
3,-271.40986387987505
4,-53.76251963723844
5,263.53800971096683
6,545.6671438189176
7,735.3563007786411
8,273.35921740323846
9,-164.54039804390774
10,-51.79195953745049
11,-14.550776007578085
12,162.88519002241674
13,233.66646218384736
14,38.57105168129787
15,768.2211845715176
16,397.7795078485082
17,386.25798081827594
18,-131.02130765700744
19,-216.3294704309636
20,207.86204601366802
21,72.59421749516227
22,112.28302265674296
23,41.17266168729631
24,-206.15076960098023
25,307.5638135483362
26,-315.51455156893746
27,-143.48937936628525
28,-224.04274003320353
29,220.53297240287432
30,728.3429742637222
31,47.554085498220815
32,-255.0819482876497
33,95.32164934561409
34,-591.6321327641494
35,362.0094161394274
36,260.6672623268317
37,81.70902486063001
38,-272.60559566216256
39,80.55345976359594
40,-509.3846041550393
41,-427.5178700901056
42,-197.90207949776817
43,-724.1849569100034
44,223.33186686057454
45,369.1805708493587
46,4.969800467585689
47,-199.67757569634347
48,-77.10509365900798
49,-32.36281453280845
50,121.74500052370901
51,910.1814155658158
52,-360.5764549494398
53,-91.53569905341737
54,-509.77552176794524
55,91.88172672309688
56,342.34185585308126
57,-266.7337926232527
58,-128.79153845221245
59,-150.88091976817026
60,-353.9353611399076
61,-417.97525923939526
62,-146.45139491944184
63,-334.6061463164311
64,-257.2274262538808
65,-25.86895387604035
66,-244.13602933213505
67,-322.3587474041921
68,-232.0014568480201
69,-371.9866781173914
70,-97.6075932992503
71,-70.01846536944937
72,-177.4127291602411
73,-419.0379154518754
74,-415.90962429377333
75,3.8893788937498917
76,-290.94904613618627
77,-344.15772660541876
78,290.09451765765664
79,-14.543113891449526
80,203.94040814916903
81,-224.24087523967953
82,-295.4957456789754
83,-267.76978764103626
84,-31.203431304978995
85,-180.75899945210466
86,1.255911684273098
87,-443.53659895965257
88,453.8641395864684
89,246.37068086279788
90,-194.7945412352797
91,-71.10874369330365
92,-190.33155873443667
93,61.095147234532746
94,25.174911224682923
95,-215.34656307706578
96,-365.58721678289004
97,143.42864705475543
98,-86.15780751745349
99,152.8455977834435
100,-353.18602077550895
101,105.82751936313224
102,-302.41533097922536
103,-256.4298869874036
104,175.21177405774347
105,-310.9084857364978
106,194.69402045082256
107,-596.1047369266695
108,-212.03875707298084
109,-260.3239352294748
110,-50.44534766240891
111,217.3096364026285
112,49.70085152160215
113,-257.1647177528169
114,292.56742617058666
115,-149.5815001335717
116,-142.73076144405928
117,619.0587563076497
118,-334.51580053881895
119,1258.75047284396
120,-584.6710929356599
121,-214.15763292763694
122,-166.5055926644162
123,-332.516574888284
124,-734.8469291613576
125,-37.009587032914226
126,189.59843341861128
127,-178.928018135786
128,165.38901071732082
129,-307.58712366611223
130,118.57285860508252
131,-168.1786059272696
132,-196.66764597557165
133,150.5643855326554
134,17.793154710466254
135,-370.17408705144334
136,-374.70339793693336
137,-219.24025584299417
138,379.52413963783926
139,-300.5915881447005
140,-28.684582358652534
141,-296.5540608207191
142,-229.38151370331778
143,-251.65713185722058
144,-75.24364772657212
145,-129.4570114498247
146,-212.8704048859381
147,-616.1909844413972
148,-224.309742490181
149,-474.50817861779086
150,-213.12558391234634
151,-326.4909403408387
152,-201.66355655077973
153,-125.9172401058848
154,-105.37560201946046
155,93.81541669506439
156,-168.64629532935803
157,-13.596622601338291
158,-395.1741331294951
159,66.9504069361339
160,-103.70433056314937
161,-124.82385787769124
162,375.63723402392543
163,-478.6846850226683
164,-78.17963712162343
165,-407.4514946514249
166,-356.44638263587143
167,74.74330419556226
168,-232.14954796032038
169,322.5777675446084
170,-88.11706822653815
171,742.66896576944
172,-46.154421499315745
173,-59.82570041019935
174,-369.63712829662165
175,-25.921986252783594
176,560.9515341381077
177,222.66689986690338
178,216.69284302692677
179,-39.31221234239086
180,-120.4698289455135
181,303.66316928141197
182,-373.3967916868419
183,468.0268243060552
184,-8.632180306087308
185,-268.96225916645204
186,-161.58232883154517
187,-350.05101167395077
188,-441.52684308224747
189,299.8212019586209
190,-18.58303738263355
191,-258.60213822991324
192,625.5787736154726
193,475.10510807551464
194,-388.7763552861425
195,-57.822370413146714
196,641.7551045859299
197,-540.8293626686652
198,552.4499020687803
199,44.280766076797626
200,509.1907488467642
201,92.27695568085981
202,-66.06718821645183
203,-335.27602655139077
204,125.79761495630977
205,-265.58735655086963
206,-273.48866473481525
207,-389.88240005013256
208,-265.6995884164548
209,188.65333184022722
210,737.304388594625
211,1105.0799009961822
212,33.36844080794951
213,-301.3431990861083
214,-114.24420050627383
215,-168.29913720603608
216,-174.36865450661307
217,148.6095105714564
218,14.683517878256687
219,-63.399991830585705
220,68.1735984116059
221,-330.26254567977395
222,-90.53163282539893
223,-281.1093837549212
224,371.08511153658856
225,-37.67842905026443
226,-0.15209062215507366
227,-165.73907120103001
228,0.919926730294273
229,-124.5559828408565
230,256.752334855059
231,18.398728687896376
232,235.2992535642662
233,-34.57562157680519
234,-150.39224166125788
235,5.353015406311842
236,31.819162529774818
237,-211.97778385289553
238,-145.43389085632592
239,1.4653571207442975
240,-259.9987610949173
241,247.49514705125853
242,-207.4200545188078
243,593.2708089491098
244,-209.92403061232346
245,519.054630020794
246,49.60813049838093
247,304.92492138094127
248,-103.83176261807479
249,-38.457697339938306
250,-124.10986432879838
251,-125.09621300397964
252,5.420517055360947
253,-91.28817348095353
254,-236.56736417667406
255,-74.85486717390447
256,-196.58808516055572
257,23.497414923876494
258,-31.454980279624802
259,-260.0102930299902
260,-67.38812260789068
261,-126.44569182241925
262,-232.83296143106617
263,311.57397345582086
264,-162.18787588247864
265,-108.9071714764635
266,-200.9643557110005
267,-153.6307633354461
268,786.7950823562309
269,119.01065398701255
270,169.10531931851997
271,3.3890204483641257
272,-125.89879628015217
273,-263.6492161050835
274,59.08461055668934
275,-61.25589908293089
276,-379.05610547420525
277,-333.356873542088
278,352.87639518327825
279,98.23135501230132
280,8.42384086263666
281,421.8858468438904
282,191.51655036502666
283,-103.17221389789215
284,-271.90861176839485
285,-56.18220598086748
286,308.7924338926305
287,-222.8342763916405
288,122.7027774668301
