,0
0,0.46774193548387094
1,0.4838709677419355
2,0.3709677419354839
3,0.4838709677419355
4,0.5161290322580645
5,0.46774193548387094
6,0.5
7,0.43548387096774194
8,0.46774193548387094
9,0.45161290322580644
10,0.5161290322580645
11,0.5
12,0.5645161290322581
13,0.45161290322580644
14,0.5161290322580645
15,0.46774193548387094
16,0.532258064516129
17,0.5
18,0.4032258064516129
19,0.5
20,0.532258064516129
21,0.43548387096774194
22,0.5645161290322581
23,0.43548387096774194
24,0.4032258064516129
25,0.3870967741935484
26,0.41935483870967744
27,0.4838709677419355
28,0.4838709677419355
29,0.46774193548387094
30,0.43548387096774194
31,0.43548387096774194
32,0.45161290322580644
33,0.45161290322580644
34,0.41935483870967744
35,0.5161290322580645
36,0.5161290322580645
37,0.532258064516129
38,0.5161290322580645
39,0.46774193548387094
40,0.3870967741935484
41,0.45161290322580644
42,0.45161290322580644
43,0.3225806451612903
44,0.5645161290322581
45,0.5483870967741935
46,0.41935483870967744
47,0.41935483870967744
48,0.46774193548387094
49,0.45161290322580644
50,0.5161290322580645
51,0.5645161290322581
52,0.4032258064516129
53,0.5806451612903226
54,0.41935483870967744
55,0.45161290322580644
56,0.5
57,0.3870967741935484
58,0.5161290322580645
59,0.46774193548387094
60,0.5483870967741935
61,0.3709677419354839
62,0.41935483870967744
63,0.3870967741935484
64,0.46774193548387094
65,0.5161290322580645
66,0.41935483870967744
67,0.5645161290322581
68,0.532258064516129
69,0.45161290322580644
70,0.41935483870967744
71,0.46774193548387094
72,0.3709677419354839
73,0.3709677419354839
74,0.45161290322580644
75,0.43548387096774194
76,0.41935483870967744
77,0.43548387096774194
78,0.5
79,0.5161290322580645
80,0.41935483870967744
81,0.4838709677419355
82,0.4838709677419355
83,0.5483870967741935
84,0.46774193548387094
85,0.3870967741935484
86,0.45161290322580644
87,0.3709677419354839
88,0.46774193548387094
89,0.46774193548387094
90,0.5483870967741935
91,0.3225806451612903
92,0.5161290322580645
93,0.532258064516129
94,0.4838709677419355
95,0.46774193548387094
96,0.45161290322580644
97,0.5806451612903226
98,0.5
99,0.46774193548387094
100,0.43548387096774194
101,0.4838709677419355
102,0.45161290322580644
103,0.4032258064516129
104,0.4032258064516129
105,0.5161290322580645
106,0.5
107,0.41935483870967744
108,0.46774193548387094
109,0.4032258064516129
110,0.45161290322580644
111,0.5
112,0.5483870967741935
113,0.4032258064516129
114,0.5
115,0.4838709677419355
116,0.4838709677419355
117,0.4838709677419355
118,0.41935483870967744
119,0.5161290322580645
120,0.3870967741935484
121,0.4032258064516129
122,0.4032258064516129
123,0.43548387096774194
124,0.3709677419354839
125,0.5
126,0.4838709677419355
127,0.45161290322580644
128,0.5
129,0.43548387096774194
130,0.4838709677419355
131,0.5
132,0.45161290322580644
133,0.5
134,0.45161290322580644
135,0.45161290322580644
136,0.46774193548387094
137,0.45161290322580644
138,0.46774193548387094
139,0.45161290322580644
140,0.4838709677419355
141,0.46774193548387094
142,0.45161290322580644
143,0.4838709677419355
144,0.45161290322580644
145,0.3709677419354839
146,0.4838709677419355
147,0.3870967741935484
148,0.4032258064516129
149,0.41935483870967744
150,0.4032258064516129
151,0.41935483870967744
152,0.5161290322580645
153,0.46774193548387094
154,0.4838709677419355
155,0.41935483870967744
156,0.46774193548387094
157,0.46774193548387094
158,0.3870967741935484
159,0.5161290322580645
160,0.46774193548387094
161,0.4838709677419355
162,0.43548387096774194
163,0.43548387096774194
164,0.4032258064516129
165,0.3548387096774194
166,0.41935483870967744
167,0.43548387096774194
168,0.4838709677419355
169,0.5161290322580645
170,0.43548387096774194
171,0.5645161290322581
172,0.4032258064516129
173,0.43548387096774194
174,0.46774193548387094
175,0.5
176,0.41935483870967744
177,0.4838709677419355
178,0.532258064516129
179,0.45161290322580644
180,0.41935483870967744
181,0.532258064516129
182,0.5
183,0.4838709677419355
184,0.45161290322580644
185,0.45161290322580644
186,0.45161290322580644
187,0.45161290322580644
188,0.43548387096774194
189,0.46774193548387094
190,0.41935483870967744
191,0.45161290322580644
192,0.4838709677419355
193,0.46774193548387094
194,0.3709677419354839
195,0.3870967741935484
196,0.45161290322580644
197,0.46774193548387094
198,0.45161290322580644
199,0.41935483870967744
200,0.5645161290322581
201,0.45161290322580644
202,0.45161290322580644
203,0.3709677419354839
204,0.45161290322580644
205,0.4838709677419355
206,0.45161290322580644
207,0.45161290322580644
