,0
0,0.0005632079501218961
1,-0.003448724388086622
2,0.012190422995336223
3,-0.021965204832734266
4,-0.0005925286571832604
5,0.0027617069886662227
6,-0.020068300857467216
7,-0.01287030497538472
8,0.004953923561064409
9,0.0036671126391718883
10,-0.05780911421219115
11,0.008977135322083331
12,-0.014781220498657464
13,-0.01850008754065202
14,0.03733774401208714
15,-0.01632618266232849
16,-0.006270515844817854
17,0.02222285466593618
18,0.004106632189705715
19,-0.025345360678293773
20,-0.00872044370530141
21,0.013490888223507608
22,-0.005598842309689432
23,-0.017881350490048898
24,0.0033689958149261587
25,0.01262147501478462
26,0.010590609069923453
27,-0.0014415324207370992
28,-0.005976108339479088
29,-0.003094303703953219
30,0.001430025424546817
31,-0.009059377331297963
32,-0.0009205416539713983
33,-0.009756379640997865
34,0.013091272823946606
35,0.030974901879158228
36,-0.007511599772913288
37,-0.0010331089923451139
38,-0.007279751881211374
39,-0.0007098503123568133
40,0.003679083465507435
41,0.013691368520319365
42,0.031339035785085775
43,0.001060577703528819
44,0.0022141828964307637
45,-0.010471773220777197
46,-0.0016314844512949453
47,0.010969823510844662
48,-0.0028895102217403757
49,0.02858079731157348
50,7.94236700295632e-05
51,-0.012424189339617283
52,-0.005093407031727988
53,0.004063443673795037
54,-0.023213671583613062
55,-0.0027872268046373336
56,-0.0018748950453855255
57,-0.00022678456250470411
58,0.006226774806855491
59,0.003764508098228415
60,-0.004632185374300609
